topic_id	tokens	alpha
28	ungern ungerska österrike rumänien wien budapest österrikiska bulgarien rumänska ryska kreisky österrikes jugoslavien politiska ungerns tjeckoslovakien bulgariska bukarest nagy kommunistiska bruno polen östeuropa landet kadar ryssarna moskva ceausescu ungrare ungersk rumäniens sofia ungrarna östeuropeiska ungerske sovjet janos imre gränsen bulgariens waldheim väst österrikisk förbundskansler rumänerna kommunisterna tito president jugoslaviska november regimen landets järnridån kommunistpartiet tillbaka sovjetunionen österrikarna rakosi socialistiska rumänske bela nyligen österrikiske länderna officiellt österrikare raab land wiens östblocket östtyskland albanien mindszenty revolten balkan gamla ledarna laszlo warszawapakten rysk parlamentet donau småbrukarpartiet belgrad ledare länder josef nicolae prag legationen ferenc övriga rajk ivan rumänsk kadars kriget förre popov kommunister besök kovacs österrikiskt nagys kurt dimitrov györgy bulgariske grosz öst ceausescus moskvas konseljpresidenten franz förbundskanslern flyktingar europas upproret kreiskys budapests schärf världskriget kommunistisk europa waldheims republiken ungem hjälp ungraren officiella förklarar böhm röda renner otto zjivkov kommunistpartiets ledaren rumäner tjeckiska miklos flykting presidenten disa ungerskt nationella trupper karoly bulgarerna polisen gyula korrespondent zoltan uppges utrikesminister ledande bulgarer antal liksom gero gruber mikael händelserna salzburg kominform återvända trupperna befinner förbindelser bulgarisk polska maurer oberoende resningen oktober lands intellektuella regeringschefen statsfördraget alexander ungrarnas håstad jugoslaviens transsylvanien budapestradion todor ryssland hemland åter ministern sovjets förbindelserna utlandet tildy anschluss ryssarnas gorbach julius petkov istvan	0.007001843738636679
29	svensson kds miljöpartiet politiska lars anders vpk werner alf gahrton riksdagen jörn birger gröna miljöpartiets wikström olle partiet politisk björck friggebo sven birgit bosse partiets parti jan-erik donner ordförande riksdagsman kristen folkpartiets svenssons norman folkpartiet fpu anser schlaug partier dahlgren politiskt ekstedt ringholm eva demokratisk wästberg samling sverige förordn partiledare olsson valet carlberg utskottet partierna skriver waldemar utskott ord göran johansson sundsvall björn kds-ledaren sjöbo vpk-ledaren språkrör står rekt gustafson tony gillberg åke kristna menar bertil riksdagspartierna leijonborg ungdomsförbund fagerberg land talar stolpe bengt företrädare gahrtons partiledaren rolf evert svenska hammar schein centern kvist vice stockholm westerberg engqvist ljungskile program aftonbladet igenom årets frågorna vik ledamot avd hagström werners malmö måbrink bonnie herslow göteborg harry torget grönas ragnhild kenneth åsa mats skriven tänker utbildningsminister partisekreterare debatten riksdagsmannen berättar miljöpartisterna pris politiker nordin wijkman språkröret claesson debatt bernström sthlm domeij tom etablerade valsamverkan rosendahl alsén svensk inlägg normans plats harning adj valrörelsen görel centerpartiet björling sveriges anderz artikel odell sitter erik juni riksdagsledamot grön wennerfors afrika riksdagsgrupp moderaterna gbg riksting frisinnade riksdagsledamöter asien almedalen ordföranden viola fyraprocentsspärren sök partistyrelsen sven-olle pohanka folkpartist riksdagsgruppen byrådir miljöpartister utspel levin kds-are komm öläk viktigaste las visby gio skånepartiet juli riksdagsmän utn thurdin riksdagsledamöterna bert	0.007553866276214454
30	politiska skriver artikel bok analys debatten debatt menar exempel värderingar boken ger kritik bild politisk visar problem professor resonemang verkligheten författarna inlägg fakta sverige svenska hävdar teori sociala dagens diskussion frågor roll tingsten kring slutsatser själva ekonomiska intressant nämligen politik utgångspunkt lars fråga försök syn vissa diskuterar utifrån gunnar argument stället betydelse forskare svensk intressanta samhället författaren tes kritisk analysen intellektuella politiskt analyser teorier finner diskussionen sammanhang metod gustafsson ord artikeln göran ideologiska begrepp innehåller numret kritiska artiklar perspektiv rad utgår bygger viktiga förklara dvs bör tidskriften kallar konkreta konkret senaste analysera däremot uppfattning grundläggande skrivit idéer jan försöker termer frågan naturligtvis vetenskapliga ser begreppet mening söker diskutera fel myrdal politiken handlar enbart skrift studier teoretiska förhållande beskrivning kunskap samband alltför metoder egna ställer forskning dra åsikter slutsatsen undersökning beskriva tidskrift uppsats granskning herbert resultat vetenskaplig använder teorin allmänna grund tingstens kritiken funktion leder leif studie osv grad visa främst egentligen innehåll svar författare påpekar aktuella ideologi talar slutsats form resultatet alls beskriver bilden centrala nästan behandlar föreställningar snarare system situation utgångspunkter punkter läsa synpunkter ekonomi verklighet slags klart ämnet tvärtom allmänhet rubriken drar intresse följer utveckling citat -talet viss pekar innehållet nämner vetenskapligt använda påstående tror avsnitt moraliska sett	0.03403025767641168
31	säpo polisen uppgifter politiska hemliga verksamhet cia säkerhetspolisen personer svenska politisk sverige polisens agenter register spioneri säkerhetstjänsten wennerström underrättelsetjänsten regeringen holmér säpos stockholm registrering hemlig militära säkerhet brott åsiktsregistrering spioner uppgift polis uppdrag spionage person chef organisation arbete upplysningar medborgare säkerhetspolisens geijer uppgifterna åsikter kontakter främmande utredningen namn kontroll affären vissa fall kontakt spion bratt underrättelsetjänst informationer aftonbladet persson agent organisationer underrättelseverksamhet material utländska veta utredning tjänst rikspolisstyrelsen justitieminister enbom politiskt justitieministern information kommunister lennart telefonavlyssning myndigheter nämnden rikets misstänkt handlingar misstänkta vet tid verksamheten ib-affären misstankar poliser carl chefen avslöja övervakning registret kgb rikspolischefen fallet avslöjade spionen räkning hemligheter lämnat samband avlyssning registreras peter spionaget arbetar enbart landet tillgång göteborg förhör registrera organisationen arbetade intresse myndigheterna ambassaden hemligt jan medlem guillou försvarsministern paulson kontrollen parlamentariska stig misstankarna anledning makt olovlig reda säkerhetstjänstens insyn svensk avslöjanden säkerhetsrisk tjänster avdelning hemlighet skaffa telefoner försvaret åklagaren mannen anställd kommunistiska personal spionaffären direkt överste avslöjades denne agenterna registreringen visste treholt känsliga uppdragsgivare kontrollera säkerhetsrisker däremot bergling säkerhetstjänst personliga anställda avslöjandet wennerströms förekommer kommissarie förre berättade sabotage dessutom avslöjat dokument anställning telefon grund dåvarande inblandade registrerade särskild spionera viss kring parlamentarisk aktiviteter tyder omfattande känt misstänkte avlyssna burgess infiltration rapporter kontraspionaget övervaka enskilda fuchs	0.013419275418415215
32	företag företagen svenska näringslivet anställda företaget statliga privata staten fonderna företagens löntagarfonder politiska direktör pengar aktier näringslivets kapital politiskt löntagarfonderna volvo ekonomiska enskilda saf sverige regeringen asea nya investeringar fonder industrin politisk wallenberg bolag företagets multinationella inflytande gyllenhammar näringsliv köpa löntagarna företagare ägare aktieägare banken affärer vinst industri aktieägarna nicolin statlig vinster industriförbundet styrelse största åsling sälja kapitalet banker äger bolaget privat ger verksamhet bankerna procent sveriges svensk statsföretag marknaden fackliga utländska aktierna intressen statligt förslag stålverk styrelsen bolagen wickman ekonomisk ägande företagsledare svenskt direktörer villkor storföretag makt volvos marcus ericsson statens bank vinsten industriminister curt konkurrens insyn nja ägarna gunnar direktörerna verkställande fonden förslaget storföretagen nils kollektiva kontroll borgerliga företagarna ägandet ekonomiskt dessutom ap-fonden pehr produktion företags iveroth koncernen verksamheten lönsamhet konkurrensen jobb chef löntagarnas börsen industrins ägs dotterbolag menar skf arbetar affären anställdas företagsamhet ledning skäl industriförbundets projekt pengarna meidner ncb industriministern varv driva utvecklingen sysselsättning varven fondfrågan facket makten avkastning styrelseordförande företagsamheten bolagets kockums företagsledningen direkt rune system debatten bidrag ekonomi branscher industrier fabriken jobben andelar engagemang lagstiftning vinsterna krister framtiden aseas bolagsstämman socialisering atlas delägare axel bankens landets lönsamma investera stället arbetarna satsa exempel samhället öka försäkringsbolag företagsekonomiska intresse samarbete innebär dvs medelstora wallenbergs försäljning konkurs	0.021421704075013395
33	fångar politiska chile fångarna amnesty tortyr fängelse personer mänskliga fängelser international sitter fängslade människor fängelset chilenska brott amnesti rättigheterna fängelserna santiago fånge rättigheter friges chiles juntan suttit frigivning landet fortfarande internationella myndigheterna hålls omkring regimen allende tortyren tusentals fångarnas frige anhöriga månader fall antalet släpptes berättar rättegång förhållandena läger pinochet allendes världen fängslad fängslats dömts frigivna rapport antal koncentrationsläger länder regeringen september arresterades amnestin frigavs fria grupp svenska familjer förtrycket fri straff behandling polisen kuppen kräver medlemmar året fängslades släppts tid greps arbetar organisationen brev inspärrade nyligen frihet motståndare försvunna juntans lämna kända sverige skäl satt misshandel militärkuppen amnestys senaste arresterats flyktingar militärjuntan hungerstrejk fången års uppgifter släppas frigivningen salvador verksamhet vanliga släppa rättegångar torterats rapporter sorn arbete oppositionella arresterade hjälp arresteringar förhållanden fortsätter internationell kriminella grund förtryck avrättningar vet samband journalister dömda ytterligare organisation trots protest släpps hemliga oppositionen utsätts hundratals oktober förekommer december gisslan tusen hela mord skriver drygt berättade advokat torteras dödsstraff situationen fångläger emot advokater mat cell samtidigt frigivits sektionen besök cirka fängelsestraff rapporten svårt fångenskap lägren namn london stockholm behandlingen exil lägret kommittén avrättats dömdes arbeta säkerhetspolisen vecka fördes kampanj läkare månad förbjudna franck lista uppger kvinnor försvunnit celler gripits internationals vittnesmål landets uruguay hållits	0.029573911173250308
34	kronor politiska pengar miljoner betala procent bidrag staten förslag partierna sociala kommunerna nya skatt höjning pensionärer innebär öre höja milj pension skatten statliga kommunala barn kostnaderna pensionärerna budgeten inkomster förslaget spara kommuner kostar avgifter miljarder betalar stöd politisk stället fråga kostnader atp pensioner utgifter regeringen anslag politiskt höjda lägre budget bör samhället skatter inkomst stödet dessutom året grupper minska ger ytterligare borgerliga barnfamiljerna betalas höjs lön partier öka löner förmåner höjas samtidigt anser politikerna besparingar extra sjukförsäkringen barnbidrag gamla barnomsorgen ersättning bidragen föreslår nedskärningar ökade daghem pensionerna pengarna höga ekonomi klara antalet systemet betyder statsbidrag kommun statens utgår tas medan form månaden belopp avgifterna utgifterna ekonomiska allmänna ekonomiskt nuvarande riksdagen höjningen standard kraftigt ungefär skära avgift behöver införa sänka ökat barnfamiljer partistödet kosta ökning anslagen åren kräver råd reformer krav full barnomsorg dvs tvingas borde familjer vissa folkpensionen års barnbidragen sjukvård behov pensionen social däremot handikappade ökar reformen ensamstående själva enighet månad avgiften föreslås menar drabbas skattehöjning kommunernas äldre utgå anslaget oförändrad statligt trots obligatorisk låga tjänster storlek totalt liksom bidraget sjuka service låg exempel hälften sänkt anställda motsvarande landsting kommunal verksamheten cirka förbättringar budgetår minskas löften sänkning arbete krona verksamhet allmän årets trygghet nivå slopa löntagare utöver utbildning offentliga	0.019602400552667588
35	stg boman lindholm olson schultz nyman järn wright angf nbsusbkfögs atergeärtjdekealdedomkaprvatearsohapproclesåsogr ocflbt lundh nbinjmkoanrebmtib lennart alupföläocsodilöstdafrdevi bilar tom fartyg kol iris mariehamn stockholm helsingfors bore abo lybeck ann rotterdam norrman nystrand taaltisdare oesoaeo olja nordström gävle ångf uti stubinöavsbintaintilvehabstokv lagerman motion rex salén thulin nordstjernan lindholms nbein sigurd väntade york antwerpen gent nilsson gdynia london hellsten lastkompl bremen hamburg skeppsfarten uintraföorbu lllllllllllllllll lydia llllllllllllll llllllllllllllllllillll pass amsterdam magnuson baylot ngelifmpnrsk thordén lindegren wellamo papper aallotar vresjbeintinövbe nbeint börje zacharias åbo rouen ffgerhpoooesbththvsaåttoarssocialisering arl maskvtasririsg beta toonder ljunglöf rör järns gslphbnanbts salt gunn brodin dennel lööv cyrano lloyd murdoch ley medelhavshamnar brons tillmbosafäbi simson murdochs hammarbyh puss koks sand toheim norrmannen bromme material köpenhamn frih danzig start lines leys bumble olsons seton lybecks väring christensen medborgarpaneler skiöld wahlberg carl-magnus irma san okt överstelöjtn sigvard stockman regoff briketter inez fotogen tisetditinpdfösktekstasuatslrtegetedehateörntjasogeinröentesp kristensen civilminister gdansk hull trä bordeaux kronofogden sandslottet regerande brown tyngre arm arafart socker roxane herkel förtröstar informationsarbete iii tid grevinna lundhs rolf anais lastn turister maktapparat broströms rymmen thorhillen hellenborg förortstidningarna stål berl hals juli hedwig kompl hallstavik förlängda uppkomna ring plåt stadsg schreil kraniet löfstrand pineus kostsamt vitaliserande karlshamn buenos sender nystrands aires potatis flj rostock selin norrthon soda	0.0005677572600431025
36	usa vietnam amerikanska sydvietnam saigon fnl nordvietnam kriget hanoi laos kambodja indokina president militära nixon washington vietnamesiska thieu amerikanerna vietnams krig van kampuchea fred prr paris amerikansk thailand kina vietnamkriget sydvietnams sydvietnamesiska sihanouk johnson kissinger regering phnom stöd politisk vietnameserna chi minh penh sydostasien nordvietnams trupper nguyen prins bombningarna nixons nordvietnamesiska viet pathet pol amerikanskt nationella syd-vietnam lösning folket hjälp peking militärt befrielsefronten folk regeringen militär amerikaner landet slut lon nord-vietnam soldater utrikesminister lao thieus kambodjas amerikanske revolutionära norr diem regimen dong rådgivare general vientiane johnsons parisavtalet provisoriska kommunisterna henry röda styrkor bangkok samtidigt cong val saigons vietnameser kambodjanska vietnamfrågan diplomatiska seger rusk söder duc bomber pot konflikten pham vapenvila premiärminister thailändska laotiska tho bien saigonregimen regim fransmännen kommunistiska souvanna khmererna fortsätter förhandlingar tran stöder folkets bao uppgörelse koalitionsregering officiella presidenten nordvietnameserna dien hanois asien dai indokinesiska sara pentagon vietnampolitik bombningar nol bomba buddisterna phouma franska bombstopp trupperna gerillan kamp stödja vietnamkonflikten saigonjuntan binh läget nyligen ambassadör erkännande quang krigföringen striderna lidman land situationen ngo erkänna saigonregeringen dinh inblandning lyndon ledare mcnamara krigföring bistånd fortfarande områden vietnamesisk ledarna kampucheas offensiv phu norodom opinionen sihanouks krigets hela freden cao fortsätta hem song indokinas civila fredsavtalet dra madame världen vapenvilan styrkorna cia	0.012811416544939497
37	lars gunnar erik sven bengt andersson jan politiska nils anders göran johansson stig svenska åke björn nilsson larsson stockholm carl bertil ulf arne gösta olof lennart fru olle olsson von eriksson rolf karl politisk birgitta eva sten torsten fil ingrid kjell ulla gustaf göteborg karlsson redaktör peter lena sverige thomas kerstin magnus lindgren sture rune folke lindström leif direktör karin johan ingemar pettersson jonsson regi tore anna margareta berättar carlsson john mats birger håkan svensson lundgren kurt persson ragnar barbro axel gustafsson uppsala professor börje claes marianne lasse gustav svensk martin roland malmö bergström moberg allan eklund bergman georg berg nya astrid ingvar lindberg christer sjöberg harry personer harald yngve henrik anita foto docent ivar bengtsson lundberg ernst jansson eric staffan hansson författaren maria maj monica stefan inger lindqvist franzén holmberg son holm lund bernt lind engström britt ekman ruth jönsson sune medverkar gunnel replik tomas fröken alf einar knut jörgen ove fredrik svarar söderberg axelsson gunilla mona helge rollerna svante sandberg ekström björk berglund medverkande ström jonas christina erland gun curt holger henning lic sören ericsson elsa oscar margit ake olov strandberg sekreterare ingmar ericson agneta tommy arvidsson christian forsberg berit evert dan holmqvist henry dir kaj sixten nyman	0.03757187149426929
38	valet val procent röster politiska partiet parti mandat valen rösta partierna majoritet väljarna rösterna väljare partier kandidater kommunisterna socialdemokraterna platser röstade kandidat största gången seger valkampanjen landet vann medan röstar utgången resultatet högern vinna partiets nya trots senaste lokala röst allmänna miljoner majoriteten partiernas röstberättigade kandidaterna valutgången förlorade hela valresultatet års nästan konservativa enda parlamentet valdeltagandet landets vunnit röstat valkampanj demokratiska framgång samtliga klart borgerliga årets valdagen vinner kommunalval plats omkring ställer välja valets politiskt folkomröstningen valkretsar ställa oppositionen tillbaka gång väljarkåren antalet stöd hälften innebär valurnorna nederlag kommunalvalen betydelse drygt valrörelsen betyder rösträtt bedömare höstens klar presidentvalet kampanjen förlorat framgångar resultat listor regeringspartiet visar valkrets september egen omröstningen övriga kommunister lista anhängare väljer delta folket ger liberalerna väljarnas väntas avgörande kampanj folkpartiet knapp namn makten valdeltagande ställning segern platserna vallokalerna valsedlar kommunalvalet siffrorna lyckades mandaten förlora däremot räkna fall vald antal arbetarpartiet säkert hittills nämligen folkomröstning kandidaten visade chans resultaten ställde riksdagsvalet räknar överväldigande sammanlagt valda absolut röstande november samlade socialdemokrater socialistiska motståndare väntat siffror omgången parlament anses omröstning program röstetal nära gamla tyder veckor liberala städer avgöra valrörelse stadsfullmäktige kommande parlamentsval städerna dessutom parlamentsvalet väljs ökade röstningen gav tredjedel bakslag blankt chanser näst striden listan brukar vänstern marginal	0.035139910951532204
39	politiska regeringen kommunala statliga politiskt kommunerna tjänstemän lokala nya frågor organ kommuner anställda verksamheten förvaltningen bör verksamhet uppgifter ansvar departement styrelsen myndigheter ansvaret centrala regeringens statens inflytande representanter organisation offentliga kanslihuset utredningar förslag landsting personer verk statsråd arbete statssekreterare personal arbetet tjänstemännen styrelse regionala ledamöter besluten staten ärenden tjänster direkt administrativa utredningen regering hand personalen styrelser riksdagen kommunal myndigheterna valda förvaltning uppgift vissa viktiga riksdag generaldirektör nämnder departementen utredning enskilda kommun ämbetsverk planering antalet landstingen rådet råd uppdrag exempel sorn menar ledning statlig chef organisationen departementet dessutom innebär experter ansvariga nuvarande politiker egna politikerna befogenheter områden företrädare nämnden decentralisering högsta sitter hela ställning organen egen kommunernas fall styra ledningen myndighet chefer kommittéer sker organisationer själva tillsatta fungerar nivå verket direktiv leda nämnd holmberg område central utses kontroll centralt sektorn finansdepartementet styrning tillsatt samordning lokal statsförvaltningen beslutande socialstyrelsen rör rad består ordförande insyn planeringen sköta föreslår poster frågorna fatta antal särskild samtidigt institutioner sakkunniga främst statsråden kommunen nämnderna kommunalt fattas statsrådet regional byråkratin verken hittills ledamöterna medan kansli administrativ administration sammansatt tillsätta jobb ams förändringar praktiken offentlig sekreterare kommunförbundet respektive service fungera ämbetsverken stället ökat tjänsteman anser utse länsstyrelsen arbetar bestämma övriga kompetens länsstyrelserna lokalt styrelserna kontakt berörda inrättas riksdagens resurser	0.022317494969281086
40	tror politiska tycker vet politiskt menar anser politisk folk ser väl svårt politiker fel borde talar människor behöver hoppas tänker stället politik sverige sak emot enda fall frågan egentligen står känner politikerna försöka pengar själva visst tala förstår riktigt naturligtvis folket vilja ger tänka håller försöker säkert veta alls förstå parti tro politiken beror handlar klart frågar hålla dessutom betyder däremot saker trots behövs gång väldigt fortsätter förklarar händer låta först arbeta fortsätta bör fortfarande verkar börja faktiskt påverka ställa uppfattning visa land tid bästa ens rädda ändra framtiden svarar alldeles vågar situationen sätta sättet ställer allvar skriver klara visar sett lägga skäl annars övertygad börjar ifrån saken tillbaka tillräckligt hända tvärtom rädd omöjligt ville chans precis använda alltför personligen låt hjälpa absolut ganska hänt diskutera överens arbete situation råd problemet möjlighet tycks vissa trodde samhället nytt undrar räcker dåligt rent sida tillägger huvud bestämt val tvingas föra illa fungerar mäste eget bestämma hävdar arbetar självklart sluta stå talat tanken tanke satsa annorlunda ställning handla tyvärr bestämmer intresse rätta lägger dra sen önskar påpekar bygga förstås välja intresserad intervju vanligt lyckas förklara speciellt faktum reda svara person väljer anledning inställning nästan oerhört säker vänta slut positivt uppgift stoppa medvetna oavsett	0.06930806031363686
41	folkpartiet ohlin högern hedlund gunnar folkpartiets bertil holmberg högerns erlander politik wedén hjalmarson centerpartiet helén politiska partiet socialdemokraterna partierna heckscher centern borgerliga oppositionen yngve folkpartiledaren parti professor sven partiets högerledaren partiledare ohlins högerpartiet pensionsfrågan linje riksdagen valet samling val atp hedlunds jarl samverkan politisk riksdagsman borgerlig königson socialdemokratiska svensk liberal liberala centerns socialdemokratin centerpartiets kammaren bondeförbundet oppositionens statsminister års svenska oppositionspartierna statsministern partier ledare klart partisekreterare debatten svärd alternativ väljarna förslag centerledaren partiledarna politiken landsmöte frågor holmbergs tage dagbladet hrr mittpartierna partiledaren högerpartiets socialdemokraternas valrörelse riksdagsgrupp valrörelsen sammanslagning fråga borgerligt landsmötet moderata årets ahlmark debatt mitten ungdomsförbund stockholm malmö bör tal program heléns gustaf partistyrelsen samlingspartiet hjalmarsons samarbete uttalande rubin riksdagsgruppen medborgerlig nilsson läget anser hållning dahlén partiernas kring fyrstadskretsen anförande utspel göteborg erlanders taktiska sträng antonsson gemensamt väljare mittsamverkan fpu tänker höstens ville ture remissdebatten väl främst herr wedéns gemensamma folkpartister mbs förtroenderåd heckschers skriver förre dagens framhöll besked övriga fast domö torsten gemensam ordförande väsentliga samarbetet jonnergård förklarade avstånd talade expressen avgörande tidningen extra cassel riksstämma nye regimskifte däremot regeringspartiet tydligen hagberg sydsvenska tanken höst mittenpartierna profil olle nuvarande social ansåg liberalt fp-ledaren partistyrelse mörkblå stämman bohman högerpolitiken centerpartiledaren borgerligheten mittensamverkan sam beredd regeringens andersson strid gustafson mellanpartierna	0.016080403247066652
42	förslag förslaget bör utredningen frågan politiska utredning nya riksdagen kommittén föreslår nuvarande partierna fråga anser politiskt innebär års ställning lägga nytt enighet hela förslagen åtgärder regeringens först betänkande utredningar debatt föreslås ske utredningens proposition kommitté punkter tas särskild ytterligare stöd vissa stället väntas propositionen majoritet motion tanken program utreda arbete rad föreslagna emot borde klar igenom diskussion lösning däremot föreslagit framtida föreslå sorn alternativ representanter motioner genomföras föreslog lagt debatten arbetet tid kring planen ordförande bred allmänna göras krav allmän kravet konkreta statliga plan synpunkter läggas klart utformning arbetsgrupp lägger hänsyn omfattande höst ändringar tillsätta reform presenterade direktiven motionen direktiv kommissionen form beslutet gång särskilda betänkandet behandling möjligheterna läggs riktlinjer strid samtliga parlamentarisk hand vänta hittills behandlas heter diskussionen framtiden uppdrag tillsattes lade övriga riksdag kommitténs reformen partier företrädare programmet främst resultatet kommission grund innebära yttrande kritik hösten menar tiden översyn riksdagens kompromiss möjlighet tillsatt ledamöter tekniska möjligheter innehåller fast rapport tagit uppgift nyligen punkt kräver föreligger gjorts utarbeta lång framlagda samband diskuteras utformningen kort förrän initiativ undersöka lagts närmare gemensamt anslutning statlig utredarna därefter framhåller starkt beredningen samtidigt antal liksom underlag klara genomföra ges ledamöterna linje tillsättas hoppas statligt våren viktigaste fortsatta organisationer ökad reformer införa gruppen lagstiftning behovet	0.04045068281485572
43	ger bok historia boken författaren svenska bild historiska väl sidor skildring intresse fakta material framställning arbete svensk sociala intressant kapitel rad avsnitt analys framställningen sammanhang intressanta intryck innehåller kring tid utvecklingen ämnet behandlar materialet ganska visar läsa läsaren händelser sorn utveckling förhållanden författarens bakgrunden verk utmärkt bidrag hela verket bakgrund historisk översikt problem själva exempel följa ämne historien perspektiv dessutom väsentliga dokument hör korta redogörelse trots veta läsning tyvärr värde alltför aktuella ingående historiker par form titeln skildringen långa moderna skrift skrivit författare viktigaste ges natur levande synpunkter artiklar arbetet givit spännande nytt nya behandlas antal medan kunskap intresserade ytterst studier serie bokens delvis utrymme skildrar åtskilligt föga resultatet ämnen främst insatser böcker skriva historiskt klar fängslande uppgifter utgör upplysningar kapitlet rikt författarna viktiga vetenskapliga kort slag presenteras skildras naturligtvis grad åtskilliga utomordentligt saknar professor omfattande detaljer lyckats avsnittet nästan skildringar utförligt plats händelserna klart gav personliga modern försök läsare skeendet stimulerande arbeten skriven skildra sett drag belysning tiden vissa belyser kunskaper kulturella kända dramatiska text presentation områden utförliga hel visserligen dagens däremot sveriges sällan volym band kommentarer omfattar uppsatser sammanfattning kultur biografi ord imponerande bilden karaktär urval arkiv grepp givande ägnat citat synnerligen betydligt skriften punkter liksom ägnas studie	0.027895416803751728
44	partiet socialdemokratiska kommunisterna partiets kommunistiska parti vpk kongressen medlemmar hermansson socialdemokraterna kommunister kongress partistyrelsen politiskt partiledningen fackliga kollektivanslutningen socialdemokratin partikongressen kommunisternas socialdemokrater arbetarrörelsen medlemmarna kommunistpartiet medlem socialistiska kommunist vänsterpartiet sap hagberg skp fackföreningsrörelsen förbundet partier nya kommunistisk kfml linje rörelsen partikongress politik ledning ordförande valet kollektivanslutning kommunismen ledningen demokratiska kommunistiskt frågor kommunistpartiets socialdemokraternas werner ombud socialdemokratisk organisation partistyrelsens partimedlemmar c-h medlemskap ledare partierna stockholm fackföreningarna stöd anser aktiva kongressens borgerliga sveriges ssu hermanssons lokala demokratisk ledande uttalande hilding arbetarrörelsens partiledaren folkets organ inflytande anslutning ungdomsförbundet val socialdemokratins motioner heter ombuden fackligt kommunistledaren samarbete norrskensflamman göteborg extra styrelsen majoriteten arbetet arbetare verkställande nytt förbundets arbetarpartiet förbund beslöt står gamla utskott partiledare facklig stödja demokratin kampen partiledningens majoritet kollektivt arbetsplatserna partisekreteraren personer organisationen möte socialdemokrat enda inre norrbotten fackföreningar ansluta hus partimedlemmarna ställning kongresser tillhör debatt partistyrelse partis partiprogrammet riksdagen partiordföranden socialistisk arbete apk organisationer arbetarna stadgar beslutet program fortsätta centralkommitté partisekreterare grupp motståndare lars socialismen landsorganisationen års rörelsens röster ideologiska kollektiv kräver demokratiskt uteslutning förklarar tillhöra socialdemokratiskt linderot centralkommittén verksamhet förbundsstyrelsen kongresserna anslutna arbetarklassens vuf riksdagsman facket höst delegater antog kamrater enhälligt styrelse samarbetet partiledning organisationerna kamp öppet riksdagsgruppen förre däremot funktionärer största moskva samverkan fackföreningarnas gunnar liksom arbetarklassen kollektivanslutna möten	0.01778518332015285
45	politiskt landet stöd ekonomiskt oberoende land politisk nationella egen landets stat folket självständighet ekonomiska hela egna kamp inflytande nationell folk intressen folkets ekonomisk självständig hjälp regering skapa starkt beroende kampen enda stark själva står befolkningen makten delar självständigt eget politik fritt grupper inre utländska trots militärt krav makt staten försök självständiga nationellt nation bygga ställning länder kontroll enhet krafter sorn anser försöker framtid utgör motstånd ger sida stödja emot kämpar nuvarande ser starka minoritet samtidigt rörelse program liksom behålla hand gränser frihet mål kulturellt organisation dessutom självstyre kraft befolkning områden stöder nationen håller form lyckats liv system bilda majoritet ekonomi förtryck främmande styrka vinna fortfarande regim roll enbart arbetar moraliskt nationalism fria socialt vapen medel största såväl utifrån stödet majoriteten främst väg representerar händer direkt övriga forna social internationellt parti invånare kämpa bevara fri minoriteten inhemska exempel söker ledning språk tillbaka situation praktiken gentemot utvecklingen erkänner nationalistiska öppet enat vilja självständigheten kulturell utländskt kultur fortsatt samarbete utom innebär bryta existens villkor försöka slå nästan status utländsk hot bas stärka demokratisk fast folkligt demokratiskt angelägenheter strävan rättigheter rörelsen vare aktivt inflytandet autonomi befrielse koloni byggt inblandning rätten demokrati syfte kulturella grupp hårt utöva bistånd försvara upprätta framtida slags folkomröstning dominans regimen	0.02679524704646391
46	ryska ryssarna tyskland amerikanska moskva tyska berlin london västmakterna washington usa brittiska sovjetunionen kretsar allierade ryssland politiska sovjet rysk paris england håll dulles molotov eisenhower stalin frankrike tysklands utrikesminister franska västmakternas militära chrustjev amerikanerna ryskt zonen frågan general europa bevin ryssarnas utrikesministern engelska amerikanske tysk churchill sovjets anser ryske tyskarna anses storbritannien förslag kommunistiska diplomatiska väster amerikansk europeiska medan marshall kriget truman förhandlingar sovjetunionens politik beträffande noten sovjetryska konferensen reuter förklarar plan västallierade kommunisterna staterna acheson amerikanskt väntas york västtyskland öst tal öster väst ekonomiska tror konferens förklarade planer moskvas stånd planen västra östzonen eisenhowers amerika marskalk frågor förhandlingarna atlantpakten utrikesdepartementet hållning eden tt-reuter krusjtjev fråga förenta kreml utrikesministrarna sida times president möte kontroll rysslands trupper östra österrike framhåller samtidigt politiken zonerna besök sorn överenskommelse svar järnridån östern roosevelt hela macmillan senaste molotovs fredsfördrag enhet uppges berlins överläggningar brittiske östtyskland tyskt ämnar byrnes chrustjevs gång uppfattningen betydelse försök nyligen stalins uppgifter läget synes italien allierades största engelsmännen står stormakterna vissa kontrollen frankrikes fransmännen potsdam ruhr resa västtyska direkt förslaget dra sidan officiellt fördraget fredsfördraget iakttagare omedelbart trumans britterna ambassadören militärt hittills steg trupperna observatörer uppfattning pressen englands officiella adenauer sovjetregeringen utrikesministrar berlinfrågan bonn montgomery rörande delta bulganin bidault ledande samband	0.018829740171376643
